Epoch,GausAug,FreqAug,Baseline
0,1.4240647554397583,1.4408178136155412,1.4412504531241752
1,1.3829386073189813,1.3876485470178965,1.379784970670133
2,1.3674974054903597,1.3767738793347333,1.369508846386059
3,1.330448240847201,1.3619887345546,1.3658255854168453
4,1.2865788066709363,1.3343737028740548,1.3163926826941001
5,1.232952262904193,1.263242151286151,1.2474427932017558
6,1.1636478965346877,1.1854168788806811,1.2022734429385211
7,1.0665027740839366,1.0954127923862353,1.0990700850615631
8,0.9699694772024412,0.9599051105009543,0.9959953862267572
9,0.8639149311426524,0.8428807145840412,0.9020906686782837
10,0.7822520861754546,0.6921503068627538,0.7981615469262406
11,0.6076730626660425,0.6098250134571178,0.6822824977539681
12,0.5487905168855512,0.5233363855529476,0.5627348672699284
13,0.4322788562323596,0.3660926331539412,0.4855228888021933
14,0.37877583785637003,0.28230114079810475,0.3029670638812555
15,0.3572585087370228,0.20145363682830655,0.21398869962305636
16,0.2586687859651205,0.25416972206251043,0.1992938593029976
17,0.15285538519556457,0.18364002132737958,0.1708128393904583
18,0.22074489335756045,0.21303434790791692,0.17240818781224457
19,0.14956890640629306,0.14718793614490613,0.14297055966548017
20,0.09446140449192073,0.08618168361686371,0.10301293936130163
21,0.12122180846494597,0.04843542108161224,0.0786937987180175
22,0.09952185876868866,0.05286224506090622,0.08455004336664805
23,0.09768008048067221,0.08286532135428609,0.07299822402765622
24,0.08334041593243947,0.11336834441769768,0.05343950247845134
25,0.07214573740556433,0.09378786928750374,0.026299405843019485
26,0.08088416857896624,0.07630071512146576,0.052472241751446914
27,0.04083628713379841,0.0340945031745611,0.08956746706688726
28,0.022629395781739337,0.03189726207229133,0.05067001398954842
29,0.1281449759026637,0.019144176719458523,0.024990265949855785
30,0.09096656991420565,0.07104313428941611,0.024694825069525757
31,0.06318926346815519,0.03404494682704476,0.027826747315860278
32,0.027986055265205936,0.013245295349357498,0.09968297973879285
33,0.02705142054096418,0.03905352736143647,0.15544420239087697
34,0.039494334940320334,0.020552167631182318,0.04174989036510925
35,0.0335536184248741,0.014118458952981274,0.03144596475554076
36,0.014307547398414966,0.01256438419443077,0.028264372489994038
37,0.01844877908258019,0.022011181157132662,0.026666542087253685
38,0.03419733341984652,0.01675167233003555,0.014422290486510139
39,0.033110823463396846,0.010596232957559059,0.005904657099194624
40,0.054076935756146104,0.059940696750591334,0.002187398572238414
41,0.10194958305942851,0.08445965793185137,0.0013950020365882665
42,0.07585345840433964,0.14901631466440252,0.0009214997734415118
43,0.03997622318314137,0.10133471853426985,0.01586199709807359
44,0.031153062968892423,0.07040691375732422,0.09162279451265931
45,0.055632700816400954,0.025929346214979887,0.07633565275652988
46,0.10170548394121029,0.012350595408320628,0.062389003616329784
47,0.08267571799759124,0.004851540169879995,0.028288025283128827
48,0.057662244760305494,0.005983669454754154,0.015162388183730276
49,0.047561083970641765,0.030206854348196775,0.0072249080576757725
50,0.03152797387510135,0.07580328586737851,0.03269811856994607
51,0.037517264032283344,0.030533117670062428,0.030073622106322768
52,0.038852768157281586,0.0067966135904646,0.020437549507069226
53,0.08403239809480068,0.0077074405208632756,0.040856365221426695
54,0.04245714686584432,0.03691742443825697,0.04691202116727426
55,0.038233839120162094,0.014810044818708824,0.04819883996419407
56,0.041375487743927214,0.00897733837907278,0.07836905876929695
57,0.009233320581827414,0.0192449611888544,0.027283137135610386
58,0.004136631701053497,0.0162535581574146,0.028871144444958585
59,0.001261028488688926,0.007663098587874776,0.042456038711542216
60,0.0031371244230949495,0.0047154609905241205,0.031821052563876996
61,0.05330343999446848,0.0052132845425198,0.03367996242249737
62,0.028516920239387733,0.02975281117156752,0.038169170345960034
63,0.005075211334671523,0.016933272435405367,0.012793293704178083
64,0.010601594734219583,0.0439176241917586,0.04017525127258252
65,0.004899887873467083,0.0850082571190354,0.038240838393166256
66,0.03110182423434044,0.09833598650387816,0.018859943190929353
67,0.017973472390990907,0.053661162990170555,0.08324810109302602
68,0.004777141890765444,0.04725314284095893,0.020498030296703044
69,0.002961402453759031,0.021320965534352976,0.004007436720515929
70,0.007196005971038815,0.004678246836143395,0.0018833748779158938
71,0.01787666737957782,0.0032259742052898415,0.0007560075358235957
72,0.011085296560997597,0.0014243090684160692,0.0007361885792626119
73,0.0653778748473505,0.0007117332090667726,0.0007833688523041437
74,0.09682222951606319,0.0009924536079287882,0.0006114301264657312
75,0.07304985587157913,0.00048195671941455757,0.0005999979823812011
76,0.044274681675675755,0.0002328401948230945,0.0005637844707864035
77,0.009625276144770151,0.00041568084467340867,0.0003116741936537437
78,0.006138777932957621,0.0003484304755614643,0.0005956716606207821
79,0.004012756463182725,0.0002674620872484583,0.000689387063470644
80,0.0021523254505843178,0.00024284192850983173,0.0004312973634679676
81,0.0030257870648465295,0.00017373396282916497,0.00037986084439703644
82,0.0019511437174121573,0.00021074224010540952,0.0002485388608506214
83,0.0016845565913024836,0.00027684131094468504,0.0003487368835890634
84,0.0018166035039718514,0.0007254320414692818,0.003580158356517377
85,0.0027970071863131344,0.0002610900473145365,0.0022567703696974627
86,0.005440125463694032,0.00026585853865489716,0.0012030491441790316
87,0.0095068487367039,0.0024953769772420513,0.0009083197661754172
88,0.008648526054851056,0.0958817092712805,0.0003843739580809818
89,0.011383286337494044,0.09788183867931366,0.000695115577892048
90,0.08653868720048687,0.1325033621208088,0.00035521799686279875
91,0.04628218134009355,0.03423180008256758,0.0020963296334426756
92,0.048136239249976606,0.008111253040968566,0.06540746562107391
93,0.054112922274381726,0.00461097205580036,0.23766392504645362
94,0.04439111074080338,0.005829321136745322,0.09379094328127198
95,0.03126025023064702,0.027340411446120188,0.03343722998240107
96,0.013378564652599822,0.033518645015696215,0.012840663290557426
97,0.008539104514843406,0.16894173596960468,0.004295768269740448
98,0.009651468446906153,0.04946819582098239,0.0013149551444724705
99,0.00949168879998143,0.028962506321132987,0.0017649783031948893
